max_trim,max_sem,desv_sem,prom_bim,max_mes_anterior,prom_mes_anterior,prom_sem,max_bim,mejor_gestion,prom_trim,pc_cant_moras_30_ult_12_meses,desv_trim,nro_gestiones,desv_bim,pc_cant_moras_30_ult_3_meses,dh_cant_entradas,pc_tiem_1er_prod_abierto_total,pc_cant_moras_60_ult_12_meses,gestiones_eficaces,pc_transaccional,dh_max_dia_entradas,pc_cupo_entidad,pc_cuotas_como_ppal,dh_val_entradas,pc_cant_moras_90_ult_12_meses,dh_max_dia_salidas,pc_cant_moras_60_ult_3_meses,pc_cuota_tarjeta_de_credito,cp_inicial_menos_saldo,pc_peor_estado_act_cta_aho,dia_pago,cp_cuotas_falta,pcons_tarjeta_de_credito,pc_cifin,gestiones_prod,pcons_vehiculos_sufi,cluster_recod,dh_avg_dia_retiros_d,dmi_max_egreso_diario,cpc_max_proc_deuda,dh_cant_otros_d,pc_cont_30_lt_12m_tot_sf,pc_cant_mora90_ult_12m_total,dmi_max_ingreso_diario,dh_val_otros_d,pc_ingreso_final,dh_cant_pagos_d,dmi_ingreso_total_mes,dh_val_pagos_d,pc_gasto_familiar,pc_cuotas_pagadas,cpc_avg_proc_deuda,cpc_sum_proc_deuda,dc_porc_prod_sin_mora,pc_ingreso_rutina_con_techo,pc_saldo_prom3_tdc_entidad,dh_cant_salidas,dh_min_dia_pagos_d,pc_ingreso_por_rutina,dh_min_dia_pago_tarj_d,cp_nro_cuota,dmi_egreso_total_mes,cp_valor_inicial,dh_max_dia_otros_d,cp_cuota_sobre_saldo,dc_sum_valor_inicial,dh_cant_pago_tarj_d,dh_max_dia_pagos_d,cp_saldo_sobre_inicial,pc_mediana_nom3,cp_esta_cuota_otro,dh_max_dia_retiros_d,dh_avg_dia_entradas,dh_avg_dia_pagos_d,dh_val_salidas,dc_sum_valor_cuota,dh_min_dia_tras_d,cp_porc_valorcuot_ing,pc_ind_ajustado,dh_val_retiros_d,pc_tiem_lt_prod_abie_total,marca_info_cifin_decode,dh_max_dia_pago_tarj_d,dc_valobli_ing,pc_cantidad_tdc_entidad,dh_min_dia_otros_d,dc_cant_obligaciones,cpc_sum_nro_cuota,cpc_avg_nro_cuota,cpc_max_nro_cuota,cp_saldo,cp_cuota_sobre_inicial,cpc_sum_saldo,cp_porc_saldo_ing,gsm_mejor_gestion,dh_min_dia_nomina_c,dh_max_dia_nomina_c,cp_valor_cuota,cpc_nro_cuota_tdc,gsm_prom_dias_gest,pc_cuota_no_rot_ent,dh_val_nomina_c,banca_completa,cpc_saldo_sobre_ing,dh_min_dia_pago_cred_d,cpc_saldo_tdc,pc_cuota_de_consumo,dh_cant_tras_d,dh_max_dia_comisio_d,cpc_avg_saldo,dc_max_saldo_sf,dh_val_pago_tarj_d,pc_productos_no_rotativos_entidad,pc_saldo_no_rot_ent,pc_vi_no_rotativos_entidad,dh_min_dia_entradas,pcons_hipotecario_vivienda,gsm_mejor_gestion_3m,dh_avg_dia_salidas,llave,segmentoestructural,subsegmentoestructural,anhomes_ciclo
33,33,12.92155821,21.5,10,10,15.83333333,33,0,24.33333333,0,12.50333289,0,16.26345597,0,0,0,0,0,495000,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,495000,0,0,0,210375,0,0,0,0,495000,0,0,0,495000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189337.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38808,PYME,Pyme Pequena,201609
15,25,9.495613022,0,0,0,10.16666667,0,0,5,5,8.660254038,0,0,3,1,0,2,0,4315150,23,0,0,495000,1,0,2,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,495000,0,3667877.5,0,495000,0,1294545,0,0,0,0,4315150,0,0,0,4315150,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1640835.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,38811,PYME,Pyme Pequena,201702
6,7,3.371448749,3,0,0,2.166666667,6,0,2,7,3.464101615,0,4.242640687,3,0,0,5,0,5557021.212,0,0,0,0,4,0,3,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5557021.212,0,0,0,1417040.409,0,0,0,0,5557021.212,0,0,0,5557021.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975784.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38813,PYME,Pyme Pequena,201706
12,12,4.996665555,6,12,12,4.166666667,12,0,6,0,6,0,8.485281374,0,0,0,0,0,495000,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,495000,0,0,0,210375,0,0,0,0,495000,0,0,0,495000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189337.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38814,PYME,Pyme Pequena,201707
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,6886406.841,31,0,0,20843244,0,30,0,0,0,0,15,0,0,0,0,0,7,17.14705882,7334003,0.003138889,24,0,0,6333000,331311,5853445.815,16,20843244,265327,2065922.052,151200,0.003138889,0.003138889,0,6886406.841,0,142,2,6886406.841,0,0,16067624,0,30,0,0,0,27,0,0,0,30,6.692857143,3.282967033,16067624,0,25,0,2482476.201,14721215,0,0,0,0,0,2,0,442,442,442,0,0,22600,0,0,0,0,0,442,0,0,0,0,0.003206583,2,22600,0,1,49,22600,0,0,0,0,0,2,0,0,8.72186498,38815,PYME,Pyme Pequena,201701
2,18,7.229568913,0,0,0,3.333333333,0,0,0.666666667,0,1.154700538,0,0,0,28,0,0,0,6886859.12,28,0,0,11610956,0,29,0,0,0,0,15,0,0,0,0,0,7,14.12121212,4085235,0.264900417,23,0,0,4626646,640270,6886859.12,13,11610956,272454,1756149.076,267577.5645,0.264900417,0.264900417,0,6886859.12,0,130,3,6886859.12,0,0,10242256,0,28,0,0,0,28,0,0,0,29,6.2375,2.666666667,10242256,0,23,0,3447093.251,8904346,0,0,0,0,0,3,0,446,446,446,0,0,1907283,0,0,0,0,0,446,0,0,0,0,0.270613365,3,1907283,0,1,28,1907283,0,0,0,0,0,3,0,0,9.141613966,38817,PYME,Pyme Pequena,201705
7,7,3.361547263,3.5,0,0,2.4,7,0,2.333333333,0,4.041451884,0,4.949747468,0,0,0,0,0,10900999,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7,0,0,0,0,0,0,0,0,10900999,0,0,0,2316462.288,267577.5645,0,0,0,10900999,0,0,0,10900999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6013628.368,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38819,PYME,Pyme Pequena,201607
0,2,0.816496581,0,0,0,0.333333333,0,0,0,0,0,0,0,0,25,0,0,0,5667619.813,30,0,0,156664817,0,29,0,0,0,0,3,0,1,0,0,0,7,22.9,129034864,0.136923267,9,0,0,133117392,1449302,5667619.813,5,156664817,1485396,1445243.052,1611427.538,0.127126967,0.127126967,0,5667619.813,0,32,3,5667619.813,3,0,180544823,0,28,0,0,3,27,0,0,0,29,6.96875,2.761904762,180544823,0,3,0,1584725.626,27763215,0,0,17,0,0,3,0,88,44,45,0,0,3813809,0,0,0,0,0,88,0,0,0,0,0.314540948,0,3813809,0,1,29,1906904.5,0,1127376,0,0,0,2,0,0,9.316666667,38825,PYME,Pyme Pequena,201705
5,5,2.041241452,0,0,0,0.833333333,0,0,1.666666667,0,2.886751346,0,0,0,25,0,0,0,55171000,31,0,0,57888849,0,31,0,0,0,0,17,0,0,0,0,0,6,17.9,16579145,0.989916823,6,0,0,29900039,199286,46895350,7,57888849,1995905,13792750,844789.88,0.989916823,0.989916823,0,55171000,0,53,3,55171000,3,0,50832984,0,26,0,0,1,26,0,0,0,31,7.412087912,4.125,50832984,0,3,0,22701156.86,7704449,0,0,3,0,0,7,0,25,25,25,0,0,62601745.91,0,0,0,0,0,0,0,0,0,0,3.073836095,15,0,0,15,26,62601745.91,0,40000,0,0,0,2,1,0,9.146428571,38827,PYME,Pyme Pequena,201611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,55171000,30,0,0,25402367,0,29,0,0,0,0,3,0,1,0,0,0,6,20.60869565,17682257,0.986797027,5,0,0,13800000,275122,46895350,5,25402367,1488008,13792750,844789.88,0.906689832,0.906689832,0,55171000,0,45,11,55171000,0,0,37839815,0,23,0,0,0,23,0,0,0,29,6.883333333,4.388888889,37839815,0,3,0,22701156.86,1906671,0,0,0,0,0,8,0,67,33.5,41,0,0,63141335.88,0,0,0,0,0,41,0,0,0,0,3.100330741,15,736884,0,8,16,31570667.94,0,0,0,0,0,2,0,0,10.62433575,38829,PYME,Pyme Pequena,201612
2,2,0.816496581,1,2,2,0.333333333,2,0,0.666666667,0,1.154700538,0,1.414213562,0,26,0,0,0,38619700,31,0,0,120053129,0,27,0,0,0,0,3,0,1,0,0,0,6,14.05555556,36064770,0.981024495,9,0,0,25050000,520490,32826745,10,120053129,41666918,9654925,853900.88,0.898689699,0.898689699,0,38619700,0,56,1,38619700,2,0,116710914,0,21,0,0,2,26,0,0,0,27,4.603174603,2.541666667,116710914,0,1,0,15654516.63,393007,0,0,5,0,0,5,0,70,35,42,0,0,62584211.43,0,0,0,0,0,42,0,0,0,0,3.072975127,1,544811,0,12,21,31292105.72,0,250085,0,0,0,1,0,0,7.99537037,38830,PYME,Pyme Pequena,201701
30,46,17.32820437,3.5,0,0,19.66666667,7,0,12.33333333,0,15.69500982,0,4.949747468,0,0,0,0,0,7146099,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,6,0,0,0,0,0,0,0,0,7146099,0,0,0,1822255.245,0,0,0,0,7146099,0,0,0,7146099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826736.014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38831,PYME,Pyme Pequena,201607
27,30,13.48703081,2.5,0,0,11.5,5,0,10.66666667,1,14.36430762,0,3.535533906,0,0,0,0,0,2400000,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2040000,0,0,0,840000,0,0,0,0,2400000,0,0,0,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38833,PYME,Pyme Pequena,201610
12,12,4.273952113,10,12,12,5.333333333,12,0,7.333333333,1,5.033222957,0,2.828427125,0,3,0,0,0,455000,27,0,0,54000000,0,30,0,0,0,0,26,0,0,0,0,1,6,19.23076923,50200000,1.214396,2,0,0,52500000,11198,455000,4,54000000,469448,227500,0,1.214396,1.214396,0,455000,0,22,11,455000,0,0,94175766,0,26,0,0,0,27,0,0,0,30,5.642857143,6.5,94175766,0,0,0,143325,93675201,0,0,0,0,0,13,0,26,26,26,0,0,3643188,0,0,0,0,0,26,0,0,0,0,0.357947337,26,3643188,0,0,26,3643188,0,0,0,0,0,13,0,0,14.50915751,38837,PYME,Pyme Pequena,201702
12,12,4.665476039,11,10,10,6.166666667,12,0,10,1,2,0,1.414213562,0,1,0,0,0,455000,10,0,0,59760000,0,28,0,0,0,0,26,0,0,0,0,1,6,17.8,11037044,1.085554,2,0,0,59760000,23371,455000,4,59760000,11374651,227500,0,1.085554,1.085554,0,455000,0,20,10,455000,0,0,21314023,0,16,0,0,0,28,0,0,0,28,1.666666667,5.333333333,21314023,0,0,0,143325,9892540,0,0,0,0,0,10,0,27,27,27,0,0,3256662,0,0,0,0,0,27,0,0,0,0,0.319970721,10,3256662,0,0,27,3256662,0,0,0,0,0,10,0,0,13.3,38838,PYME,Pyme Pequena,201703
12,12,3.563705936,9,8,8,7.5,10,0,10,0,2,0,1.414213562,0,7,0,0,0,2400000,29,0,0,74321499,0,31,0,0,0,0,26,0,0,0,0,1,6,18.82352941,19082808,1.109701,4,0,0,34588741,92686,2400000,8,74321499,29203125,714000,0,1.109701,1.109701,0,2400000,0,38,7,2400000,0,0,64635136,0,22,0,0,0,22,0,0,0,31,5.791666667,3.5,64635136,0,0,0,1193400,35306255,0,0,0,0,0,7,0,28,28,28,0,0,3329103,0,0,0,0,0,28,0,0,0,0,0.327088131,7,3329103,0,0,31,3329103,0,0,0,0,0,7,0,0,10.62030229,38839,PYME,Pyme Pequena,201704
19,19,5.600595206,13.5,19,19,9.833333333,19,0,12.33333333,0,5.859465277,0,7.778174593,0,3,0,0,0,2400000,18,0,0,128862001,0,26,0,0,0,0,26,0,0,0,0,1,6,11.66666667,70280005,0.972322,4,0,0,99310001,206131,2400000,3,128862001,65040,714000,0,0.972322,0.972322,0,2400000,0,35,10,2400000,0,0,143715193,0,18,0,0,0,26,0,0,0,26,3.916666667,2.555555556,143715193,0,0,0,1193400,143405942,0,0,0,0,0,2,0,29,29,29,0,0,2916966,0,0,0,0,0,29,0,0,0,0,0.286595205,0,2916966,0,0,19,2916966,0,0,0,0,0,6,0,0,9.416666667,38840,PYME,Pyme Pequena,201705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7146099,6,0,0,37500000,0,28,0,0,0,0,15,0,0,0,0,0,6,14.875,23895200,1.062597,4,0,0,35000000,100484,7146099,4,37500000,1374773,1822255.245,0,1.062597,1.062597,0,7146099,0,32,2,7146099,17,0,25714305,0,16,0,0,1,28,0,0,0,28,0.666666667,5.222222222,25714305,0,0,0,3826736.014,24213338,0,2,17,0,0,2,0,31,31,31,0,0,3187791,0,0,0,0,0,31,0,0,0,0,0.313204068,0,3187791,0,0,27,3187791,0,1309733,0,0,0,2,0,0,10.99305556,38843,PYME,Pyme Pequena,201707
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,455000,10,0,0,59760000,0,28,0,0,0,0,19,0,0,0,0,0,6,17.8,11037044,1.085554,2,0,0,59760000,23371,455000,4,59760000,11374651,227500,0,1.085554,1.085554,0,455000,0,20,10,455000,0,0,21314023,0,16,0,0,0,28,0,0,0,28,1.666666667,5.333333333,21314023,0,0,0,143325,9892540,0,0,0,0,0,10,0,27,27,27,0,0,3256662,0,0,0,0,0,27,0,0,0,0,0.319970721,10,3256662,0,0,27,3256662,0,0,0,0,0,10,0,0,13.3,38845,PYME,Pyme Pequena,201703
42,42,15.40129865,21,0,0,19.8,42,0,22.33333333,0,21.1266025,0,29.69848481,0,0,0,0,0,7146099,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,7146099,0,0,0,1822255.245,0,0,0,0,7146099,0,0,0,7146099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826736.014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38848,PYME,Pyme Pequena,201609
4,42,16.71426536,2,0,0,14.16666667,4,0,1.333333333,1,2.309401077,0,2.828427125,0,0,0,0,0,2400000,0,0,0,0,0,31,0,0,0,0,3,0,1,0,0,0,6,15.22222222,0,0,4,0,0,0,2462636,2040000,2,0,47634,840000,0,0,0,0,2400000,0,35,12,2400000,0,0,0,0,31,0,0,0,26,0,0,0,31,0,4.75,62474651,0,0,0,804600,59950967,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,17.49305556,38849,PYME,Pyme Pequena,201611
18,42,16.78590679,9,18,18,14.83333333,18,0,7.333333333,1,9.451631253,0,12.72792206,0,0,0,0,0,2400000,0,0,0,0,0,28,0,0,0,0,3,0,1,0,0,0,6,12.45454545,0,0.526636333,1,0,0,0,12586,2040000,2,0,47634,840000,0,0.526636333,0.526636333,0,2400000,0,16,11,2400000,0,0,0,0,16,0,0,0,28,0,0,0,28,0,4.875,5868886,0,0,0,804600,5795252,0,0,0,0,0,16,0,24,24,24,0,0,1579909,0,0,0,0,0,24,0,0,0,0,0.155227844,0,1579909,0,0,16,1579909,0,0,0,0,0,0,0,0,15.36363636,38850,PYME,Pyme Pequena,201612
14,24,10.70825227,7,0,0,9.333333333,14,0,4.666666667,0,8.082903769,0,9.899494937,0,7,0,0,0,2400000,29,0,0,74321499,0,31,0,0,0,0,3,0,1,0,0,0,6,18.82352941,19082808,1.109701,4,0,0,34588741,92686,2400000,8,74321499,29203125,714000,0,1.109701,1.109701,0,2400000,0,38,7,2400000,0,0,64635136,0,22,0,0,0,22,0,0,0,31,5.791666667,3.5,64635136,0,0,0,1193400,35306255,0,0,0,0,0,7,0,28,28,28,0,0,3329103,0,0,0,0,0,28,0,0,0,0,0.327088131,7,3329103,0,0,31,3329103,0,0,0,0,0,7,0,0,10.62030229,38852,PYME,Pyme Pequena,201704
0,14,7,0,0,0,3.5,0,0,0,1,0,0,0,0,0,0,0,0,2400000,0,0,0,0,0,31,0,0,0,0,3,0,1,0,0,0,6,15.22222222,0,0,4,0,0,0,2462636,2040000,2,0,47634,840000,0,0,0,0,2400000,0,35,12,2400000,0,0,0,0,31,0,0,0,26,0,0,0,31,0,4.75,62474651,0,0,0,804600,59950967,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,17.49305556,38855,PYME,Pyme Pequena,201611
5,5,2.236067977,2.5,0,0,1,5,0,1.666666667,1,2.886751346,0,3.535533906,0,0,0,0,0,455000,0,0,0,0,0,28,0,0,0,0,3,0,1,0,0,0,6,16.91666667,0,0.365664333,2,0,0,0,80586,455000,2,0,47634,227500,0,0.365664333,0.365664333,0,455000,0,18,13,455000,0,0,0,0,16,0,0,0,27,0,0,0,28,0,5,3085601,0,0,0,143325,2943967,0,0,0,0,0,5,0,25,25,25,0,0,1096993,0,0,0,0,0,25,0,0,0,0,0.107780802,0,1096993,0,0,16,1096993,0,0,0,0,0,0,0,0,15.60416667,38856,PYME,Pyme Pequena,201701
4,10,4.277849927,2,4,4,3.5,4,0,1.333333333,0,2.309401077,0,2.828427125,0,3,0,0,0,2400000,22,0,0,22000000,0,27,0,0,0,0,3,0,1,0,0,0,6,13.70588235,12048000,0.995230333,1,0,0,20000000,10100,2400000,5,22000000,91965,714000,0,0.995230333,0.995230333,0,2400000,0,28,4,2400000,0,0,19810552,0,22,0,0,0,26,0,0,0,27,2.642857143,3.928571429,19810552,0,0,0,1193400,19690058,0,0,0,0,0,22,0,30,30,30,0,0,2985691,0,0,0,0,0,30,0,0,0,0,0.293347514,5,2985691,0,0,26,2985691,0,0,0,0,0,5,0,0,11.05798319,38859,PYME,Pyme Pequena,201706
92,92,17.61628035,91.5,92,92,81.33333333,92,0,81.33333333,0,17.61628035,0,0.707106781,0,1,0,0,0,1217933.781,31,0,0,3,0,0,0,0,0,0,27,0,0,0,0,0,16,0,0,0,0,0,0,3,0,1035243.714,0,3,0,608966.8905,382500,0,0,0,1217933.781,0,0,0,1217933.781,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,-100358.7604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,38860,PYME,Pyme Pequena,201611
15,23,9.07009739,13.5,12,12,10.66666667,15,0,13.66666667,1,1.527525232,0,2.121320344,1,1,0,0,0,8497029.252,10,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,6,0,11399,0.334230313,0,0,0,0,0,7222474.864,0,0,0,2549108.776,180600,0.248661395,0.248661395,0,8497029.252,0,2,0,8497029.252,0,0,11399,0,0,0,0,0,0,0,0,0,0,5,0,11399,0,0,0,3068455.373,0,0,0,0,0,0,0,0,234,117,123,0,0,2138488,0,0,0,0,0,234,0,0,0,0,0.036386325,0,2138488,0,0,11,1069244,0,0,0,0,0,10,0,0,5.5,38864,PYME,Pyme Pequena,201612
25,25,4.885352256,19.5,14,14,16.66666667,25,0,19.66666667,2,5.507570547,0,7.778174593,1,0,0,0,0,10357828.89,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0.303258125,0,0,0,0,0,8804154.56,0,0,0,2589457.224,180600,0.229017558,0.229017558,0,10357828.89,0,0,0,10357828.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242126.737,0,0,0,0,0,0,0,0,240,120,126,0,0,1969551,0,0,0,0,0,240,0,0,0,0,0.033511866,0,1969551,0,0,0,984775.5,0,0,0,0,0,0,0,0,0,38867,PYME,Pyme Pequena,201703
51,51,18.44993225,50,49,49,29,51,0,43.33333333,5,11.59022577,0,1.414213562,2,4,0,0,0,0,30,0,0,1862227,0,20,0,0,0,0,15,0,0,0,0,0,6,0,7117,0.282963438,0,0,0,956095,0,0,0,1862227,0,0,180600,0.220588953,0.220588953,0,0,0,1,0,0,0,0,7117,0,0,0,0,0,0,0,0,0,0,17.16666667,0,7117,0,0,0,0,0,0,2,0,0,0,0,0,248,124,130,0,0,1897065,0,0,0,0,0,248,0,0,0,0,0.032278518,0,1897065,0,0,20,948532.5,0,0,0,0,0,20,0,0,6.666666667,38869,PYME,Pyme Pequena,201707
0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,180600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38870,PYME,Pyme Pequena,201607
54,54,24.65765601,42.5,54,54,17,54,0,42.5,5,16.26345597,0,16.26345597,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,180600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38871,PYME,Pyme Pequena,201609
54,54,22.78596059,39,24,24,21.8,54,0,36.33333333,1,15.69500982,0,21.21320344,1,0,0,0,0,8497029.252,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7222474.864,0,0,0,2549108.776,180600,0,0,0,8497029.252,0,0,0,8497029.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068455.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38872,PYME,Pyme Pequena,201610
54,54,19.79141228,20.5,17,17,25.2,24,0,31.66666667,1,19.65536398,0,4.949747468,1,4,0,0,0,8497029.252,31,0,0,4,0,20,0,0,0,0,30,0,0,0,0,0,6,3,1260526,0,1,0,0,4,12586,7222474.864,0,4,0,2549108.776,180600,0,0,0,8497029.252,0,6,0,8497029.252,0,0,1286526,0,20,0,0,0,0,0,0,0,3,4,0,1286526,0,0,0,3068455.373,1260526,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,9.875,38873,PYME,Pyme Pequena,201611
24,54,14.82228053,18.5,20,20,29.2,20,0,20.33333333,1,3.511884584,0,2.121320344,1,1,0,0,0,8497029.252,10,0,0,0,0,11,0,0,0,0,31,0,0,0,0,0,6,0,11399,0.334230313,0,0,0,0,0,7222474.864,0,0,0,2549108.776,180600,0.248661395,0.248661395,0,8497029.252,0,2,0,8497029.252,0,0,11399,0,0,0,0,0,0,0,0,0,0,5,0,11399,0,0,0,3068455.373,0,0,0,0,0,0,0,0,234,117,123,0,0,2138488,0,0,0,0,0,234,0,0,0,0,0.036386325,0,2138488,0,0,11,1069244,0,0,0,0,0,10,0,0,5.5,38874,PYME,Pyme Pequena,201612
0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,180600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38879,PYME,Pyme Pequena,201608
14,14,6.260990337,7,14,14,2.8,14,0,4.666666667,5,8.082903769,0,9.899494937,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,180600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38880,PYME,Pyme Pequena,201609
14,14,5.52871293,5.5,6,6,4.166666667,6,0,8.333333333,1,4.932882862,0,0.707106781,1,4,0,0,0,8497029.252,31,0,0,4,0,20,0,0,0,0,18,0,0,0,0,0,6,3,1260526,0,1,0,0,4,12586,7222474.864,0,4,0,2549108.776,180600,0,0,0,8497029.252,0,6,0,8497029.252,0,0,1286526,0,20,0,0,0,0,0,0,0,3,4,0,1286526,0,0,0,3068455.373,1260526,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,9.875,38881,PYME,Pyme Pequena,201611
49,49,16.7182535,45.5,49,49,27.5,49,0,40.33333333,5,9.609023537,0,4.949747468,2,4,0,0,0,0,30,0,0,1862227,0,20,0,0,0,0,15,0,0,0,0,0,6,0,7117,0.282963438,0,0,0,956095,0,0,0,1862227,0,0,180600,0.220588953,0.220588953,0,0,0,1,0,0,0,0,7117,0,0,0,0,0,0,0,0,0,0,17.16666667,0,7117,0,0,0,0,0,0,2,0,0,0,0,0,248,124,130,0,0,1897065,0,0,0,0,0,248,0,0,0,0,0.032278518,0,1897065,0,0,20,948532.5,0,0,0,0,0,20,0,0,6.666666667,38887,PYME,Pyme Pequena,201707
0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,180600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38888,PYME,Pyme Pequena,201608
